,TIME,ID,TYPE,VALUE,PARAM
0,1739531147.1728013,#loeric_4#,receive,59,intensity
1,1739531147.1728013,#loeric_4#,send,59,intensity
2,1739531147.1728013,#loeric_4#,send,82,human_impact
3,1739531147.3338232,#1739530945#,receive,24,intensity
4,1739531147.4710562,#1739530945#,receive,26,intensity
5,1739531147.6612358,#1739530945#,receive,35,intensity
6,1739531147.772883,#1739530945#,receive,36,intensity
7,1739531148.0540943,#1739530945#,receive,34,intensity
8,1739531148.2073228,#1739530945#,receive,33,intensity
9,1739531148.4240673,#1739530945#,receive,30,intensity
10,1739531148.5243554,#1739530945#,receive,22,intensity
11,1739531148.6819053,#loeric_1#,receive,62,intensity
12,1739531148.6819053,#loeric_1#,send,62,intensity
13,1739531148.6819053,#loeric_1#,send,82,human_impact
14,1739531148.8839145,#1739530945#,receive,9,intensity
15,1739531149.061967,#1739530945#,receive,8,intensity
16,1739531149.768647,#1739530945#,receive,10,intensity
17,1739531149.938388,#1739530945#,receive,12,intensity
18,1739531150.4795885,#loeric_3#,receive,71,intensity
19,1739531150.4795885,#loeric_3#,send,71,intensity
20,1739531150.4795885,#loeric_3#,send,82,human_impact
21,1739531150.6232016,#1739530945#,receive,12,intensity
22,1739531150.7144907,#1739530945#,receive,11,intensity
23,1739531150.8258858,#1739530945#,receive,9,intensity
24,1739531151.008907,#loeric_4#,receive,64,intensity
25,1739531151.008907,#loeric_4#,send,64,intensity
26,1739531151.008907,#loeric_4#,send,82,human_impact
27,1739531151.2502053,#1739530945#,receive,3,intensity
28,1739531151.3583634,#1739530945#,receive,4,intensity
29,1739531151.7298298,#1739530945#,receive,10,intensity
30,1739531151.8072276,#loeric_1#,receive,72,intensity
31,1739531151.8072276,#loeric_1#,send,48,intensity
32,1739531151.8072276,#loeric_1#,send,82,human_impact
33,1739531151.848515,#1739530945#,receive,13,intensity
34,1739531151.9733462,#1739530945#,receive,15,intensity
35,1739531152.240424,#1739530945#,receive,18,intensity
36,1739531152.5743294,#loeric_1#,receive,63,intensity
37,1739531152.5743294,#loeric_1#,send,51,intensity
38,1739531152.5743294,#loeric_1#,send,82,human_impact
39,1739531152.5856032,#1739530945#,receive,19,intensity
40,1739531152.6007864,#1739530945#,receive,20,intensity
41,1739531152.7871668,#1739530945#,receive,21,intensity
42,1739531152.798964,#1739530945#,receive,23,intensity
43,1739531153.007457,#1739530945#,receive,25,intensity
44,1739531153.3771155,#loeric_1#,receive,56,intensity
45,1739531153.3771155,#loeric_1#,send,53,intensity
46,1739531153.3771155,#loeric_1#,send,82,human_impact
47,1739531153.4713185,#loeric_3#,receive,71,intensity
48,1739531153.4713185,#loeric_3#,send,71,intensity
49,1739531153.4713185,#loeric_3#,send,82,human_impact
50,1739531153.6804152,#loeric_1#,receive,62,intensity
51,1739531153.6804152,#loeric_1#,send,53,intensity
52,1739531153.6804152,#loeric_1#,send,82,human_impact
53,1739531153.8330755,#loeric_3#,receive,78,intensity
54,1739531153.8330755,#loeric_3#,send,78,intensity
55,1739531153.8330755,#loeric_3#,send,82,human_impact
56,1739531153.8545935,#loeric_3#,receive,82,human_impact
57,1739531153.8545935,#loeric_3#,send,78,intensity
58,1739531153.8545935,#loeric_3#,send,82,human_impact
59,1739531153.8808932,#1739530945#,receive,34,intensity
60,1739531154.2172065,#1739530945#,receive,33,intensity
61,1739531154.4755595,#1739530945#,receive,35,intensity
62,1739531154.4915435,#loeric_3#,receive,76,intensity
63,1739531154.4915435,#loeric_3#,send,76,intensity
64,1739531154.4915435,#loeric_3#,send,82,human_impact
65,1739531154.5838842,#1739530945#,receive,39,intensity
66,1739531154.6428356,#loeric_3#,receive,70,intensity
67,1739531154.6428356,#loeric_3#,send,70,intensity
68,1739531154.6428356,#loeric_3#,send,82,human_impact
69,1739531154.8070338,#1739530945#,receive,37,intensity
70,1739531154.8532844,#1739530945#,receive,34,intensity
71,1739531155.0739155,#loeric_2#,receive,63,intensity
72,1739531155.0739155,#loeric_2#,send,63,intensity
73,1739531155.0739155,#loeric_2#,send,82,human_impact
74,1739531155.1273065,#1739530945#,receive,36,intensity
75,1739531155.132467,#loeric_3#,receive,71,intensity
76,1739531155.132467,#loeric_3#,send,71,intensity
77,1739531155.132467,#loeric_3#,send,82,human_impact
78,1739531155.200246,#loeric_4#,receive,64,intensity
79,1739531155.200246,#loeric_4#,send,64,intensity
80,1739531155.200246,#loeric_4#,send,82,human_impact
81,1739531155.3711557,#1739530945#,receive,46,intensity
82,1739531155.7491887,#loeric_4#,receive,62,intensity
83,1739531155.7491887,#loeric_4#,send,62,intensity
84,1739531155.7491887,#loeric_4#,send,82,human_impact
85,1739531155.9256706,#1739530945#,receive,46,intensity
86,1739531156.0088358,#1739530945#,receive,44,intensity
87,1739531156.501533,#1739530945#,receive,37,intensity
88,1739531156.6892042,#1739530945#,receive,36,intensity
89,1739531156.7301283,#loeric_3#,receive,62,intensity
90,1739531156.7301283,#loeric_3#,send,62,intensity
91,1739531156.7301283,#loeric_3#,send,82,human_impact
92,1739531156.8123627,#1739530945#,receive,33,intensity
93,1739531156.9216697,#loeric_2#,receive,51,intensity
94,1739531156.9216697,#loeric_2#,send,51,intensity
95,1739531156.9216697,#loeric_2#,send,82,human_impact
96,1739531156.9594944,#1739530945#,receive,32,intensity
97,1739531157.2863588,#loeric_1#,receive,68,intensity
98,1739531157.2863588,#loeric_1#,send,52,intensity
99,1739531157.2863588,#loeric_1#,send,82,human_impact
100,1739531157.3230577,#1739530945#,receive,39,intensity
101,1739531157.620645,#1739530945#,receive,48,intensity
102,1739531157.7506084,#1739530945#,receive,53,intensity
103,1739531157.9460537,#1739530945#,receive,57,intensity
104,1739531157.9565146,#1739530945#,receive,60,intensity
105,1739531158.0148365,#loeric_1#,receive,49,intensity
106,1739531158.0148365,#loeric_1#,send,61,intensity
107,1739531158.0148365,#loeric_1#,send,82,human_impact
108,1739531158.0787435,#1739530945#,receive,61,intensity
109,1739531158.16531,#1739530945#,receive,59,intensity
110,1739531158.2654245,#1739530945#,receive,58,intensity
111,1739531158.3560998,#1739530945#,receive,57,intensity
112,1739531158.463425,#1739530945#,receive,56,intensity
113,1739531158.6591983,#1739530945#,receive,51,intensity
114,1739531158.7662585,#1739530945#,receive,46,intensity
115,1739531158.9950216,#1739530945#,receive,39,intensity
116,1739531159.163205,#loeric_2#,receive,59,intensity
117,1739531159.163205,#loeric_2#,send,19,intensity
118,1739531159.163205,#loeric_2#,send,101,human_impact
119,1739531159.201387,#1739530945#,receive,36,intensity
120,1739531159.3133063,#1739530945#,receive,38,intensity
121,1739531159.3794978,#loeric_4#,receive,69,intensity
122,1739531159.3794978,#loeric_4#,send,69,intensity
123,1739531159.3794978,#loeric_4#,send,82,human_impact
124,1739531159.6100566,#1739530945#,receive,41,intensity
125,1739531159.6560497,#loeric_2#,receive,34,intensity
126,1739531159.6560497,#loeric_2#,send,20,intensity
127,1739531159.6560497,#loeric_2#,send,101,human_impact
128,1739531159.754901,#1739530945#,receive,43,intensity
129,1739531160.0969224,#1739530945#,receive,60,intensity
130,1739531160.124274,#loeric_1#,receive,57,intensity
131,1739531160.124274,#loeric_1#,send,63,intensity
132,1739531160.124274,#loeric_1#,send,82,human_impact
133,1739531160.131086,#loeric_4#,receive,60,intensity
134,1739531160.131086,#loeric_4#,send,60,intensity
135,1739531160.131086,#loeric_4#,send,82,human_impact
136,1739531160.1993635,#1739530945#,receive,61,intensity
137,1739531160.2101111,#loeric_3#,receive,64,intensity
138,1739531160.2101111,#loeric_3#,send,64,intensity
139,1739531160.2101111,#loeric_3#,send,82,human_impact
140,1739531160.5783489,#1739530945#,receive,55,intensity
141,1739531160.7156005,#1739530945#,receive,54,intensity
142,1739531160.9108932,#1739530945#,receive,42,intensity
143,1739531161.075732,#loeric_4#,receive,59,intensity
144,1739531161.075732,#loeric_4#,send,59,intensity
145,1739531161.075732,#loeric_4#,send,82,human_impact
146,1739531161.082681,#loeric_1#,receive,69,intensity
147,1739531161.082681,#loeric_1#,send,54,intensity
148,1739531161.082681,#loeric_1#,send,82,human_impact
149,1739531161.4413378,#1739530945#,receive,43,intensity
150,1739531161.5448434,#loeric_4#,receive,58,intensity
151,1739531161.5448434,#loeric_4#,send,58,intensity
152,1739531161.5448434,#loeric_4#,send,82,human_impact
153,1739531161.714852,#loeric_2#,receive,40,intensity
154,1739531161.714852,#loeric_2#,send,21,intensity
155,1739531161.714852,#loeric_2#,send,101,human_impact
156,1739531161.8783913,#1739530945#,receive,52,intensity
157,1739531162.169909,#loeric_4#,receive,66,intensity
158,1739531162.169909,#loeric_4#,send,66,intensity
159,1739531162.169909,#loeric_4#,send,82,human_impact
160,1739531162.3460803,#loeric_4#,receive,83,intensity
161,1739531162.3460803,#loeric_4#,send,83,intensity
162,1739531162.3460803,#loeric_4#,send,82,human_impact
163,1739531162.475485,#1739530945#,receive,52,intensity
164,1739531162.5815306,#1739530945#,receive,48,intensity
165,1739531162.8625488,#1739530945#,receive,48,intensity
166,1739531162.8989356,#loeric_4#,receive,70,intensity
167,1739531162.8989356,#loeric_4#,send,20,intensity
168,1739531162.8989356,#loeric_4#,send,101,human_impact
169,1739531162.9781535,#1739530945#,receive,43,intensity
170,1739531163.0044892,#loeric_2#,receive,32,intensity
171,1739531163.0044892,#loeric_2#,send,21,intensity
172,1739531163.0044892,#loeric_2#,send,101,human_impact
173,1739531163.1776323,#loeric_2#,receive,40,intensity
174,1739531163.1776323,#loeric_2#,send,21,intensity
175,1739531163.1776323,#loeric_2#,send,101,human_impact
176,1739531163.4799476,#1739530945#,receive,38,intensity
177,1739531163.6689904,#1739530945#,receive,31,intensity
178,1739531163.79359,#1739530945#,receive,30,intensity
179,1739531163.9429946,#1739530945#,receive,31,intensity
180,1739531163.9592116,#loeric_1#,receive,65,intensity
181,1739531163.9592116,#loeric_1#,send,54,intensity
182,1739531163.9592116,#loeric_1#,send,82,human_impact
183,1739531164.0534825,#loeric_2#,receive,31,intensity
184,1739531164.0534825,#loeric_2#,send,15,intensity
185,1739531164.0534825,#loeric_2#,send,101,human_impact
186,1739531164.2149463,#1739530945#,receive,32,intensity
187,1739531164.4088302,#1739530945#,receive,34,intensity
188,1739531164.5264564,#1739530945#,receive,33,intensity
189,1739531164.7391186,#loeric_2#,receive,37,intensity
190,1739531164.7391186,#loeric_2#,send,16,intensity
191,1739531164.7391186,#loeric_2#,send,101,human_impact
192,1739531164.8864033,#loeric_4#,receive,37,intensity
193,1739531164.8864033,#loeric_4#,send,16,intensity
194,1739531164.8864033,#loeric_4#,send,101,human_impact
195,1739531164.91958,#1739530945#,receive,36,intensity
196,1739531164.9354033,#loeric_1#,receive,63,intensity
197,1739531164.9354033,#loeric_1#,send,45,intensity
198,1739531164.9354033,#loeric_1#,send,82,human_impact
199,1739531165.0141015,#loeric_2#,receive,34,intensity
200,1739531165.0141015,#loeric_2#,send,18,intensity
201,1739531165.0141015,#loeric_2#,send,101,human_impact
202,1739531165.031583,#1739530945#,receive,37,intensity
203,1739531165.0939345,#loeric_4#,receive,38,intensity
204,1739531165.0939345,#loeric_4#,send,17,intensity
205,1739531165.0939345,#loeric_4#,send,101,human_impact
206,1739531165.1514938,#1739530945#,receive,40,intensity
207,1739531165.3254926,#1739530945#,receive,45,intensity
208,1739531165.3931193,#loeric_1#,receive,52,intensity
209,1739531165.3931193,#loeric_1#,send,49,intensity
210,1739531165.3931193,#loeric_1#,send,82,human_impact
211,1739531165.4921381,#loeric_3#,receive,62,intensity
212,1739531165.4921381,#loeric_3#,send,62,intensity
213,1739531165.4921381,#loeric_3#,send,82,human_impact
214,1739531165.5399418,#1739530945#,receive,46,intensity
215,1739531165.540623,#loeric_4#,receive,37,intensity
216,1739531165.540623,#loeric_4#,send,17,intensity
217,1739531165.540623,#loeric_4#,send,101,human_impact
218,1739531165.5571058,#loeric_2#,receive,35,intensity
219,1739531165.5571058,#loeric_2#,send,18,intensity
220,1739531165.5571058,#loeric_2#,send,101,human_impact
221,1739531165.6854033,#1739530945#,receive,45,intensity
222,1739531165.8139598,#loeric_3#,receive,62,intensity
223,1739531165.8139598,#loeric_3#,send,62,intensity
224,1739531165.8139598,#loeric_3#,send,82,human_impact
225,1739531165.8825486,#1739530945#,receive,48,intensity
226,1739531165.9848046,#1739530945#,receive,50,intensity
227,1739531166.1588132,#1739530945#,receive,48,intensity
228,1739531166.2958295,#1739530945#,receive,45,intensity
229,1739531166.5180545,#1739530945#,receive,43,intensity
230,1739531166.626599,#1739530945#,receive,42,intensity
231,1739531166.8989356,#1739530945#,receive,41,intensity
232,1739531166.9047806,#1739530945#,receive,39,intensity
233,1739531167.169943,#loeric_1#,receive,49,intensity
234,1739531167.169943,#loeric_1#,send,46,intensity
235,1739531167.169943,#loeric_1#,send,82,human_impact
236,1739531167.2027292,#loeric_2#,receive,28,intensity
237,1739531167.2027292,#loeric_2#,send,18,intensity
238,1739531167.2027292,#loeric_2#,send,101,human_impact
239,1739531167.30086,#1739530945#,receive,47,intensity
240,1739531167.31719,#loeric_4#,receive,33,intensity
241,1739531167.31719,#loeric_4#,send,14,intensity
242,1739531167.31719,#loeric_4#,send,101,human_impact
243,1739531167.339053,#1739530945#,receive,57,intensity
244,1739531167.364932,#loeric_3#,receive,58,intensity
245,1739531167.364932,#loeric_3#,send,14,intensity
246,1739531167.364932,#loeric_3#,send,101,human_impact
247,1739531167.4524646,#1739530945#,receive,63,intensity
248,1739531167.4939907,#loeric_3#,receive,27,intensity
249,1739531167.4939907,#loeric_3#,send,14,intensity
250,1739531167.4939907,#loeric_3#,send,101,human_impact
251,1739531167.5974767,#1739530945#,receive,67,intensity
252,1739531167.9436204,#1739530945#,receive,77,intensity
253,1739531168.0662086,#1739530945#,receive,80,intensity
254,1739531168.224131,#1739530945#,receive,74,intensity
255,1739531168.3550134,#1739530945#,receive,67,intensity
256,1739531168.6217306,#1739530945#,receive,59,intensity
257,1739531168.6482222,#loeric_3#,receive,36,intensity
258,1739531168.6482222,#loeric_3#,send,14,intensity
259,1739531168.6482222,#loeric_3#,send,101,human_impact
260,1739531168.7462804,#loeric_2#,receive,44,intensity
261,1739531168.7462804,#loeric_2#,send,16,intensity
262,1739531168.7462804,#loeric_2#,send,101,human_impact
263,1739531168.8430169,#loeric_4#,receive,39,intensity
264,1739531168.8430169,#loeric_4#,send,18,intensity
265,1739531168.8430169,#loeric_4#,send,101,human_impact
266,1739531168.845625,#1739530945#,receive,69,intensity
267,1739531168.887715,#loeric_3#,receive,101,human_impact
268,1739531168.887715,#loeric_3#,send,19,intensity
269,1739531168.887715,#loeric_3#,send,101,human_impact
270,1739531168.9969342,#loeric_4#,receive,32,intensity
271,1739531168.9969342,#loeric_4#,send,18,intensity
272,1739531168.9969342,#loeric_4#,send,101,human_impact
273,1739531169.0444024,#1739530945#,receive,74,intensity
274,1739531169.0602992,#loeric_1#,receive,55,intensity
275,1739531169.0602992,#loeric_1#,send,47,intensity
276,1739531169.0602992,#loeric_1#,send,82,human_impact
277,1739531169.1074176,#loeric_2#,receive,35,intensity
278,1739531169.1074176,#loeric_2#,send,16,intensity
279,1739531169.1074176,#loeric_2#,send,101,human_impact
280,1739531169.1243804,#1739530945#,receive,80,intensity
281,1739531169.322168,#1739530945#,receive,82,intensity
282,1739531169.4094841,#1739530945#,receive,83,intensity
283,1739531169.5727124,#1739530945#,receive,82,intensity
284,1739531169.6702263,#1739530945#,receive,74,intensity
285,1739531169.9099956,#loeric_1#,receive,82,human_impact
286,1739531169.9099956,#loeric_1#,send,47,intensity
287,1739531169.9099956,#loeric_1#,send,82,human_impact
288,1739531170.028494,#1739530945#,receive,55,intensity
289,1739531170.2949784,#1739530945#,receive,42,intensity
290,1739531170.3263662,#1739530945#,receive,37,intensity
291,1739531170.4138863,#1739530945#,receive,34,intensity
292,1739531170.8508186,#1739530945#,receive,35,intensity
293,1739531171.0704343,#1739530945#,receive,36,intensity
294,1739531171.547604,#1739530945#,receive,38,intensity
295,1739531171.5943873,#1739530945#,receive,39,intensity
296,1739531171.8238835,#1739530945#,receive,38,intensity
297,1739531171.8907814,#1739530945#,receive,37,intensity
298,1739531172.2228215,#1739530945#,receive,36,intensity
299,1739531172.3049695,#1739530945#,receive,34,intensity
300,1739531172.3463008,#1739530945#,receive,33,intensity
301,1739531172.59594,#1739530945#,receive,27,intensity
302,1739531172.6933901,#1739530945#,receive,25,intensity
303,1739531172.7096004,#loeric_2#,receive,40,intensity
304,1739531172.7096004,#loeric_2#,send,12,intensity
305,1739531172.7096004,#loeric_2#,send,101,human_impact
306,1739531172.782528,#1739530945#,receive,24,intensity
307,1739531172.910424,#1739530945#,receive,23,intensity
308,1739531173.104615,#1739530945#,receive,25,intensity
309,1739531173.2136688,#1739530945#,receive,27,intensity
310,1739531173.3109262,#1739530945#,receive,29,intensity
311,1739531173.4089575,#1739530945#,receive,32,intensity
312,1739531173.5678852,#loeric_2#,receive,30,intensity
313,1739531173.5678852,#loeric_2#,send,16,intensity
314,1739531173.5678852,#loeric_2#,send,101,human_impact
315,1739531173.6176555,#1739530945#,receive,41,intensity
316,1739531173.6974812,#loeric_1#,receive,55,intensity
317,1739531173.6974812,#loeric_1#,send,61,intensity
318,1739531173.6974812,#loeric_1#,send,63,human_impact
319,1739531173.7250311,#1739530945#,receive,42,intensity
320,1739531174.1604164,#loeric_4#,receive,48,intensity
321,1739531174.1604164,#loeric_4#,send,15,intensity
322,1739531174.1604164,#loeric_4#,send,101,human_impact
323,1739531174.1773403,#loeric_3#,receive,48,intensity
324,1739531174.1773403,#loeric_3#,send,15,intensity
325,1739531174.1773403,#loeric_3#,send,101,human_impact
326,1739531174.1939516,#1739530945#,receive,45,intensity
327,1739531174.291875,#1739530945#,receive,44,intensity
328,1739531174.409909,#1739530945#,receive,41,intensity
329,1739531174.507022,#1739530945#,receive,38,intensity
330,1739531174.6141846,#1739530945#,receive,37,intensity
331,1739531174.976679,#loeric_4#,receive,38,intensity
332,1739531174.976679,#loeric_4#,send,15,intensity
333,1739531174.976679,#loeric_4#,send,101,human_impact
334,1739531175.1106136,#1739530945#,receive,38,intensity
335,1739531175.1977186,#1739530945#,receive,40,intensity
336,1739531175.3098614,#1739530945#,receive,41,intensity
337,1739531175.4678066,#1739530945#,receive,43,intensity
338,1739531175.7027946,#loeric_2#,receive,40,intensity
339,1739531175.7027946,#loeric_2#,send,19,intensity
340,1739531175.7027946,#loeric_2#,send,101,human_impact
341,1739531175.9399383,#1739530945#,receive,44,intensity
342,1739531176.0265818,#1739530945#,receive,46,intensity
343,1739531176.475452,#1739530945#,receive,37,intensity
344,1739531176.688902,#1739530945#,receive,36,intensity
345,1739531176.7554872,#1739530945#,receive,41,intensity
346,1739531176.9386084,#1739530945#,receive,45,intensity
347,1739531177.0158749,#loeric_2#,receive,30,intensity
348,1739531177.0158749,#loeric_2#,send,19,intensity
349,1739531177.0158749,#loeric_2#,send,101,human_impact
350,1739531177.1052396,#loeric_1#,receive,71,intensity
351,1739531177.1052396,#loeric_1#,send,72,intensity
352,1739531177.1052396,#loeric_1#,send,63,human_impact
353,1739531177.4348595,#1739530945#,receive,47,intensity
354,1739531177.5372813,#1739530945#,receive,53,intensity
355,1739531177.6148744,#loeric_1#,receive,70,intensity
356,1739531177.6148744,#loeric_1#,send,79,intensity
357,1739531177.6148744,#loeric_1#,send,63,human_impact
358,1739531177.6216927,#loeric_1#,receive,63,human_impact
359,1739531177.6216927,#loeric_1#,send,79,intensity
360,1739531177.6216927,#loeric_1#,send,63,human_impact
361,1739531177.6938906,#1739530945#,receive,52,intensity
362,1739531177.8220308,#loeric_4#,receive,33,intensity
363,1739531177.8220308,#loeric_4#,send,15,intensity
364,1739531177.8220308,#loeric_4#,send,101,human_impact
365,1739531177.8598728,#loeric_3#,receive,29,intensity
366,1739531177.8598728,#loeric_3#,send,15,intensity
367,1739531177.8598728,#loeric_3#,send,101,human_impact
368,1739531177.901955,#1739530945#,receive,45,intensity
369,1739531178.0228317,#loeric_2#,receive,35,intensity
370,1739531178.0228317,#loeric_2#,send,14,intensity
371,1739531178.0228317,#loeric_2#,send,101,human_impact
372,1739531178.0398848,#loeric_3#,receive,31,intensity
373,1739531178.0398848,#loeric_3#,send,16,intensity
374,1739531178.0398848,#loeric_3#,send,101,human_impact
375,1739531178.1327562,#loeric_2#,receive,26,intensity
376,1739531178.1327562,#loeric_2#,send,15,intensity
377,1739531178.1327562,#loeric_2#,send,101,human_impact
378,1739531178.2001884,#1739530945#,receive,40,intensity
379,1739531178.319618,#loeric_3#,receive,32,intensity
380,1739531178.319618,#loeric_3#,send,13,intensity
381,1739531178.319618,#loeric_3#,send,101,human_impact
382,1739531178.3978405,#loeric_3#,receive,32,intensity
383,1739531178.3978405,#loeric_3#,send,13,intensity
384,1739531178.3978405,#loeric_3#,send,101,human_impact
385,1739531178.5213203,#1739530945#,receive,41,intensity
386,1739531178.5984917,#1739530945#,receive,43,intensity
387,1739531178.8024893,#1739530945#,receive,49,intensity
388,1739531179.0001369,#1739530945#,receive,57,intensity
389,1739531179.295961,#loeric_3#,receive,41,intensity
390,1739531179.295961,#loeric_3#,send,13,intensity
391,1739531179.295961,#loeric_3#,send,101,human_impact
392,1739531179.3126233,#1739530945#,receive,59,intensity
393,1739531179.4816954,#1739530945#,receive,58,intensity
394,1739531180.1735187,#1739530945#,receive,54,intensity
395,1739531180.3048108,#1739530945#,receive,55,intensity
396,1739531180.3713129,#1739530945#,receive,51,intensity
397,1739531180.4688163,#loeric_2#,receive,47,intensity
398,1739531180.4688163,#loeric_2#,send,16,intensity
399,1739531180.4688163,#loeric_2#,send,101,human_impact
400,1739531180.536716,#1739530945#,receive,48,intensity
401,1739531180.6388586,#1739530945#,receive,46,intensity
402,1739531180.9036398,#1739530945#,receive,47,intensity
403,1739531180.986227,#1739530945#,receive,43,intensity
404,1739531181.0171752,#loeric_2#,receive,40,intensity
405,1739531181.0171752,#loeric_2#,send,16,intensity
406,1739531181.0171752,#loeric_2#,send,101,human_impact
407,1739531181.1106389,#1739530945#,receive,39,intensity
408,1739531181.147184,#loeric_3#,receive,42,intensity
409,1739531181.147184,#loeric_3#,send,16,intensity
410,1739531181.147184,#loeric_3#,send,101,human_impact
411,1739531181.3870766,#1739530945#,receive,34,intensity
412,1739531181.4638214,#1739530945#,receive,35,intensity
413,1739531181.5714078,#1739530945#,receive,38,intensity
414,1739531181.8415515,#loeric_3#,receive,41,intensity
415,1739531181.8415515,#loeric_3#,send,16,intensity
416,1739531181.8415515,#loeric_3#,send,101,human_impact
417,1739531181.8438385,#loeric_2#,receive,41,intensity
418,1739531181.8438385,#loeric_2#,send,16,intensity
419,1739531181.8438385,#loeric_2#,send,101,human_impact
420,1739531181.851309,#loeric_1#,receive,78,intensity
421,1739531181.851309,#loeric_1#,send,61,intensity
422,1739531181.851309,#loeric_1#,send,63,human_impact
423,1739531182.1641226,#1739530945#,receive,37,intensity
424,1739531182.3903196,#loeric_4#,receive,55,intensity
425,1739531182.3903196,#loeric_4#,send,18,intensity
426,1739531182.3903196,#loeric_4#,send,101,human_impact
427,1739531182.5450063,#1739530945#,receive,35,intensity
428,1739531182.6029058,#loeric_3#,receive,45,intensity
429,1739531182.6029058,#loeric_3#,send,17,intensity
430,1739531182.6029058,#loeric_3#,send,101,human_impact
431,1739531182.6668918,#1739530945#,receive,33,intensity
432,1739531182.67786,#loeric_2#,receive,45,intensity
433,1739531182.67786,#loeric_2#,send,16,intensity
434,1739531182.67786,#loeric_2#,send,101,human_impact
435,1739531182.825902,#1739530945#,receive,32,intensity
436,1739531182.9435267,#1739530945#,receive,30,intensity
437,1739531183.0404823,#1739530945#,receive,29,intensity
438,1739531183.2824805,#loeric_1#,receive,65,intensity
439,1739531183.2824805,#loeric_1#,send,82,intensity
440,1739531183.2824805,#loeric_1#,send,63,human_impact
441,1739531183.3352005,#1739530945#,receive,33,intensity
442,1739531183.4387717,#1739530945#,receive,37,intensity
443,1739531183.5357254,#1739530945#,receive,40,intensity
444,1739531183.6281526,#1739530945#,receive,43,intensity
445,1739531183.731565,#loeric_3#,receive,36,intensity
446,1739531183.731565,#loeric_3#,send,21,intensity
447,1739531183.731565,#loeric_3#,send,101,human_impact
448,1739531183.769035,#loeric_2#,receive,36,intensity
449,1739531183.769035,#loeric_2#,send,18,intensity
450,1739531183.769035,#loeric_2#,send,101,human_impact
451,1739531183.8162456,#1739530945#,receive,50,intensity
452,1739531183.93904,#loeric_3#,receive,35,intensity
453,1739531183.93904,#loeric_3#,send,18,intensity
454,1739531183.93904,#loeric_3#,send,101,human_impact
455,1739531184.018522,#1739530945#,receive,53,intensity
456,1739531184.0703356,#loeric_4#,receive,40,intensity
457,1739531184.0703356,#loeric_4#,send,17,intensity
458,1739531184.0703356,#loeric_4#,send,101,human_impact
459,1739531184.1178215,#1739530945#,receive,52,intensity
460,1739531184.2813337,#1739530945#,receive,48,intensity
461,1739531184.4346707,#1739530945#,receive,43,intensity
462,1739531184.6039274,#1739530945#,receive,42,intensity
463,1739531184.6716228,#loeric_2#,receive,48,intensity
464,1739531184.6716228,#loeric_2#,send,17,intensity
465,1739531184.6716228,#loeric_2#,send,101,human_impact
466,1739531184.891964,#1739530945#,receive,36,intensity
467,1739531184.9690645,#1739530945#,receive,33,intensity
468,1739531185.3777702,#1739530945#,receive,32,intensity
469,1739531185.4562,#1739530945#,receive,35,intensity
470,1739531185.7783468,#loeric_2#,receive,50,intensity
471,1739531185.7783468,#loeric_2#,send,17,intensity
472,1739531185.7783468,#loeric_2#,send,101,human_impact
473,1739531185.8307033,#1739530945#,receive,35,intensity
474,1739531185.913116,#1739530945#,receive,34,intensity
475,1739531186.126435,#1739530945#,receive,33,intensity
476,1739531186.3104835,#1739530945#,receive,35,intensity
477,1739531186.4099553,#1739530945#,receive,34,intensity
478,1739531186.6086566,#1739530945#,receive,33,intensity
479,1739531186.9730754,#1739530945#,receive,42,intensity
480,1739531187.1312976,#1739530945#,receive,43,intensity
481,1739531187.142353,#loeric_4#,receive,39,intensity
482,1739531187.142353,#loeric_4#,send,17,intensity
483,1739531187.142353,#loeric_4#,send,101,human_impact
484,1739531187.5488026,#1739530945#,receive,42,intensity
485,1739531187.6661634,#1739530945#,receive,41,intensity
486,1739531187.7748005,#1739530945#,receive,40,intensity
487,1739531187.7807598,#loeric_1#,receive,70,intensity
488,1739531187.7807598,#loeric_1#,send,75,intensity
489,1739531187.7807598,#loeric_1#,send,63,human_impact
490,1739531187.7923508,#loeric_2#,receive,35,intensity
491,1739531187.7923508,#loeric_2#,send,17,intensity
492,1739531187.7923508,#loeric_2#,send,101,human_impact
493,1739531187.852284,#1739530945#,receive,39,intensity
494,1739531187.9749608,#1739530945#,receive,36,intensity
495,1739531188.0395963,#loeric_4#,receive,40,intensity
496,1739531188.0395963,#loeric_4#,send,17,intensity
497,1739531188.0395963,#loeric_4#,send,101,human_impact
498,1739531188.15827,#1739530945#,receive,32,intensity
499,1739531188.2710433,#1739530945#,receive,30,intensity
500,1739531188.3702338,#1739530945#,receive,28,intensity
501,1739531188.5044763,#1739530945#,receive,31,intensity
502,1739531188.562546,#1739530945#,receive,34,intensity
503,1739531189.0252795,#loeric_1#,receive,79,intensity
504,1739531189.0252795,#loeric_1#,send,60,intensity
505,1739531189.0252795,#loeric_1#,send,63,human_impact
506,1739531189.0832255,#1739530945#,receive,55,intensity
507,1739531189.3587556,#1739530945#,receive,60,intensity
508,1739531189.5771425,#loeric_3#,receive,21,intensity
509,1739531189.5771425,#loeric_3#,send,118,intensity
510,1739531189.5771425,#loeric_3#,send,63,human_impact
511,1739531189.6785424,#loeric_3#,receive,63,human_impact
512,1739531189.6785424,#loeric_3#,send,118,intensity
513,1739531189.6785424,#loeric_3#,send,63,human_impact
