,TIME,ID,TYPE,VALUE,PARAM
884,1739531221.3203003,#loeric_4#,receive,72,intensity
885,1739531221.3203003,#loeric_4#,send,127,intensity
886,1739531221.3203003,#loeric_4#,send,63,human_impact
887,1739531221.4188933,#1739530945#,receive,73,intensity
888,1739531221.523688,#1739530945#,receive,75,intensity
889,1739531221.610881,#1739530945#,receive,77,intensity
890,1739531221.7187505,#1739530945#,receive,78,intensity
891,1739531221.916248,#1739530945#,receive,80,intensity
892,1739531222.0393023,#loeric_4#,receive,80,intensity
893,1739531222.0393023,#loeric_4#,send,127,intensity
894,1739531222.0393023,#loeric_4#,send,63,human_impact
895,1739531222.118929,#1739530945#,receive,80,intensity
896,1739531222.2314327,#1739530945#,receive,76,intensity
897,1739531222.340949,#1739530945#,receive,73,intensity
898,1739531222.5566819,#loeric_3#,receive,57,intensity
899,1739531222.5566819,#loeric_3#,send,34,intensity
900,1739531222.5566819,#loeric_3#,send,101,human_impact
901,1739531222.6207044,#loeric_2#,receive,77,intensity
902,1739531222.6207044,#loeric_2#,send,81,intensity
903,1739531222.6207044,#loeric_2#,send,82,human_impact
904,1739531222.6279356,#loeric_4#,receive,96,intensity
905,1739531222.6279356,#loeric_4#,send,127,intensity
906,1739531222.6279356,#loeric_4#,send,63,human_impact
907,1739531222.6296654,#loeric_3#,receive,50,intensity
908,1739531222.6296654,#loeric_3#,send,36,intensity
909,1739531222.6296654,#loeric_3#,send,101,human_impact
910,1739531222.7180579,#1739530945#,receive,65,intensity
911,1739531222.945073,#1739530945#,receive,59,intensity
912,1739531223.1249118,#1739530945#,receive,60,intensity
913,1739531223.515363,#1739530945#,receive,65,intensity
914,1739531223.6331835,#1739530945#,receive,66,intensity
915,1739531223.6725888,#loeric_1#,receive,108,intensity
916,1739531223.6725888,#loeric_1#,send,25,intensity
917,1739531223.6725888,#loeric_1#,send,101,human_impact
918,1739531223.7847724,#1739530945#,receive,67,intensity
919,1739531224.3187113,#1739530945#,receive,66,intensity
920,1739531224.3198404,#loeric_3#,receive,50,intensity
921,1739531224.3198404,#loeric_3#,send,33,intensity
922,1739531224.3198404,#loeric_3#,send,101,human_impact
923,1739531224.3725772,#loeric_4#,receive,103,intensity
924,1739531224.3725772,#loeric_4#,send,127,intensity
925,1739531224.3725772,#loeric_4#,send,63,human_impact
926,1739531224.5669174,#1739530945#,receive,67,intensity
927,1739531224.7409737,#loeric_2#,receive,99,intensity
928,1739531224.7409737,#loeric_2#,send,25,intensity
929,1739531224.7409737,#loeric_2#,send,101,human_impact
930,1739531224.774448,#loeric_3#,receive,67,intensity
931,1739531224.774448,#loeric_3#,send,33,intensity
932,1739531224.774448,#loeric_3#,send,101,human_impact
933,1739531224.8736112,#1739530945#,receive,69,intensity
934,1739531224.920793,#1739530945#,receive,63,intensity
935,1739531225.1843007,#1739530945#,receive,67,intensity
936,1739531225.2620783,#1739530945#,receive,70,intensity
937,1739531225.4204686,#1739530945#,receive,68,intensity
938,1739531225.5081787,#loeric_3#,receive,49,intensity
939,1739531225.5081787,#loeric_3#,send,34,intensity
940,1739531225.5081787,#loeric_3#,send,101,human_impact
941,1739531225.5209727,#1739530945#,receive,65,intensity
942,1739531225.577316,#loeric_3#,receive,101,human_impact
943,1739531225.577316,#loeric_3#,send,32,intensity
944,1739531225.577316,#loeric_3#,send,101,human_impact
945,1739531225.604206,#loeric_4#,receive,91,intensity
946,1739531225.604206,#loeric_4#,send,127,intensity
947,1739531225.604206,#loeric_4#,send,63,human_impact
948,1739531225.8020344,#1739530945#,receive,64,intensity
949,1739531225.8939056,#1739530945#,receive,63,intensity
950,1739531225.9455423,#loeric_4#,receive,95,intensity
951,1739531225.9455423,#loeric_4#,send,127,intensity
952,1739531225.9455423,#loeric_4#,send,63,human_impact
953,1739531226.0132487,#loeric_3#,receive,47,intensity
954,1739531226.0132487,#loeric_3#,send,31,intensity
955,1739531226.0132487,#loeric_3#,send,101,human_impact
956,1739531226.0303762,#loeric_2#,receive,44,intensity
957,1739531226.0303762,#loeric_2#,send,23,intensity
958,1739531226.0303762,#loeric_2#,send,101,human_impact
959,1739531226.0661926,#1739530945#,receive,58,intensity
960,1739531226.161938,#1739530945#,receive,53,intensity
961,1739531226.2694297,#1739530945#,receive,49,intensity
962,1739531226.2915747,#loeric_1#,receive,101,human_impact
963,1739531226.2915747,#loeric_1#,send,22,intensity
964,1739531226.2915747,#loeric_1#,send,101,human_impact
965,1739531226.4112432,#1739530945#,receive,48,intensity
966,1739531226.4174488,#loeric_1#,receive,41,intensity
967,1739531226.4174488,#loeric_1#,send,22,intensity
968,1739531226.4174488,#loeric_1#,send,101,human_impact
969,1739531226.4749696,#loeric_3#,receive,43,intensity
970,1739531226.4749696,#loeric_3#,send,20,intensity
971,1739531226.4749696,#loeric_3#,send,101,human_impact
972,1739531226.5626929,#1739530945#,receive,46,intensity
973,1739531226.91963,#1739530945#,receive,60,intensity
974,1739531227.0020573,#1739530945#,receive,64,intensity
975,1739531227.0536284,#loeric_3#,receive,44,intensity
976,1739531227.0536284,#loeric_3#,send,20,intensity
977,1739531227.0536284,#loeric_3#,send,101,human_impact
978,1739531227.0876338,#1739530945#,receive,65,intensity
979,1739531227.135729,#loeric_2#,receive,50,intensity
980,1739531227.135729,#loeric_2#,send,20,intensity
981,1739531227.135729,#loeric_2#,send,101,human_impact
982,1739531227.2031243,#1739530945#,receive,67,intensity
983,1739531227.4697273,#1739530945#,receive,70,intensity
984,1739531227.638698,#1739530945#,receive,72,intensity
985,1739531227.7662196,#1739530945#,receive,78,intensity
986,1739531228.0070443,#loeric_4#,receive,63,human_impact
987,1739531228.0070443,#loeric_4#,send,117,intensity
988,1739531228.0070443,#loeric_4#,send,63,human_impact
989,1739531228.4309514,#1739530945#,receive,94,intensity
990,1739531228.544146,#1739530945#,receive,95,intensity
991,1739531228.6366005,#1739530945#,receive,96,intensity
992,1739531228.83678,#1739530945#,receive,97,intensity
993,1739531228.982107,#loeric_1#,receive,48,intensity
994,1739531228.982107,#loeric_1#,send,22,intensity
995,1739531228.982107,#loeric_1#,send,101,human_impact
996,1739531229.0853894,#1739530945#,receive,96,intensity
997,1739531229.232839,#1739530945#,receive,91,intensity
998,1739531229.4422948,#loeric_4#,receive,80,intensity
999,1739531229.4422948,#loeric_4#,send,127,intensity
1000,1739531229.4422948,#loeric_4#,send,63,human_impact
1001,1739531229.4493876,#1739530945#,receive,85,intensity
1002,1739531229.632204,#1739530945#,receive,84,intensity
1003,1739531229.805532,#1739530945#,receive,76,intensity
1004,1739531229.8774185,#1739530945#,receive,74,intensity
1005,1739531229.959832,#loeric_1#,receive,33,intensity
1006,1739531229.959832,#loeric_1#,send,22,intensity
1007,1739531229.959832,#loeric_1#,send,101,human_impact
1008,1739531229.9770148,#1739530945#,receive,73,intensity
1009,1739531230.1634004,#1739530945#,receive,72,intensity
1010,1739531230.1850917,#loeric_2#,receive,45,intensity
1011,1739531230.1850917,#loeric_2#,send,16,intensity
1012,1739531230.1850917,#loeric_2#,send,101,human_impact
1013,1739531230.2373793,#1739530945#,receive,71,intensity
1014,1739531230.3296196,#1739530945#,receive,72,intensity
1015,1739531230.8932958,#1739530945#,receive,96,intensity
1016,1739531230.9095101,#loeric_4#,receive,80,intensity
1017,1739531230.9095101,#loeric_4#,send,127,intensity
1018,1739531230.9095101,#loeric_4#,send,63,human_impact
1019,1739531230.9369166,#loeric_4#,receive,80,intensity
1020,1739531230.9369166,#loeric_4#,send,127,intensity
1021,1739531230.9369166,#loeric_4#,send,63,human_impact
1022,1739531231.1730855,#1739530945#,receive,95,intensity
1023,1739531231.2711556,#1739530945#,receive,101,intensity
1024,1739531231.3076012,#loeric_1#,receive,29,intensity
1025,1739531231.3076012,#loeric_1#,send,22,intensity
1026,1739531231.3076012,#loeric_1#,send,101,human_impact
1027,1739531231.7511938,#1739530945#,receive,88,intensity
1028,1739531231.9428577,#1739530945#,receive,79,intensity
1029,1739531231.9485972,#loeric_1#,receive,27,intensity
1030,1739531231.9485972,#loeric_1#,send,22,intensity
1031,1739531231.9485972,#loeric_1#,send,101,human_impact
1032,1739531232.0009582,#1739530945#,receive,76,intensity
1033,1739531232.027168,#loeric_3#,receive,23,intensity
1034,1739531232.027168,#loeric_3#,send,13,intensity
1035,1739531232.027168,#loeric_3#,send,101,human_impact
1036,1739531232.0848093,#1739530945#,receive,75,intensity
1037,1739531232.4940283,#1739530945#,receive,72,intensity
1038,1739531232.5914302,#1739530945#,receive,73,intensity
1039,1739531232.7063043,#1739530945#,receive,74,intensity
1040,1739531232.7953906,#1739530945#,receive,66,intensity
1041,1739531232.8826377,#1739530945#,receive,57,intensity
1042,1739531232.9616482,#loeric_2#,receive,32,intensity
1043,1739531232.9616482,#loeric_2#,send,11,intensity
1044,1739531232.9616482,#loeric_2#,send,101,human_impact
1045,1739531232.9988103,#1739530945#,receive,51,intensity
1046,1739531233.2188613,#1739530945#,receive,40,intensity
1047,1739531233.2725961,#loeric_1#,receive,38,intensity
1048,1739531233.2725961,#loeric_1#,send,11,intensity
1049,1739531233.2725961,#loeric_1#,send,101,human_impact
1050,1739531233.3110578,#1739530945#,receive,36,intensity
1051,1739531233.3838036,#1739530945#,receive,29,intensity
1052,1739531233.5123827,#1739530945#,receive,23,intensity
1053,1739531233.6613054,#loeric_2#,receive,37,intensity
1054,1739531233.6613054,#loeric_2#,send,11,intensity
1055,1739531233.6613054,#loeric_2#,send,101,human_impact
1056,1739531233.7551894,#1739530945#,receive,15,intensity
1057,1739531233.8776212,#1739530945#,receive,13,intensity
1058,1739531234.0723615,#1739530945#,receive,6,intensity
1059,1739531234.1559699,#1739530945#,receive,4,intensity
1060,1739531234.2846315,#1739530945#,receive,3,intensity
1061,1739531234.3718786,#1739530945#,receive,4,intensity
1062,1739531234.7891808,#loeric_1#,receive,30,intensity
1063,1739531234.7891808,#loeric_1#,send,2,intensity
1064,1739531234.7891808,#loeric_1#,send,101,human_impact
1065,1739531234.9076624,#1739530945#,receive,11,intensity
1066,1739531235.0002654,#1739530945#,receive,14,intensity
1067,1739531235.0898001,#1739530945#,receive,21,intensity
1068,1739531235.2377687,#1739530945#,receive,25,intensity
1069,1739531235.3421178,#loeric_3#,receive,35,intensity
1070,1739531235.3421178,#loeric_3#,send,43,intensity
1071,1739531235.3421178,#loeric_3#,send,82,human_impact
1072,1739531235.3953688,#1739530945#,receive,29,intensity
1073,1739531235.5151145,#1739530945#,receive,30,intensity
1074,1739531235.6127684,#1739530945#,receive,31,intensity
1075,1739531235.7106133,#1739530945#,receive,33,intensity
1076,1739531235.8658702,#1739530945#,receive,32,intensity
1077,1739531235.9909408,#loeric_2#,receive,30,intensity
1078,1739531235.9909408,#loeric_2#,send,15,intensity
1079,1739531235.9909408,#loeric_2#,send,101,human_impact
1080,1739531236.006982,#1739530945#,receive,26,intensity
1081,1739531236.242515,#1739530945#,receive,19,intensity
1082,1739531236.8274279,#1739530945#,receive,32,intensity
1083,1739531236.8960931,#1739530945#,receive,38,intensity
1084,1739531237.0905502,#1739530945#,receive,45,intensity
1085,1739531237.2089887,#1739530945#,receive,48,intensity
1086,1739531237.3069513,#1739530945#,receive,51,intensity
1087,1739531237.3129213,#loeric_1#,receive,25,intensity
1088,1739531237.3129213,#loeric_1#,send,15,intensity
1089,1739531237.3129213,#loeric_1#,send,101,human_impact
1090,1739531237.4851758,#1739530945#,receive,54,intensity
1091,1739531237.5859587,#1739530945#,receive,55,intensity
1092,1739531237.9883308,#1739530945#,receive,41,intensity
1093,1739531238.1065109,#1739530945#,receive,38,intensity
1094,1739531238.1326685,#loeric_3#,receive,56,intensity
1095,1739531238.1326685,#loeric_3#,send,43,intensity
1096,1739531238.1326685,#loeric_3#,send,82,human_impact
1097,1739531238.2058332,#1739530945#,receive,34,intensity
1098,1739531238.2218366,#loeric_2#,receive,27,intensity
1099,1739531238.2218366,#loeric_2#,send,12,intensity
1100,1739531238.2218366,#loeric_2#,send,101,human_impact
1101,1739531238.2595158,#loeric_4#,receive,82,intensity
1102,1739531238.2595158,#loeric_4#,send,35,intensity
1103,1739531238.2595158,#loeric_4#,send,82,human_impact
1104,1739531238.334503,#1739530945#,receive,31,intensity
1105,1739531238.468674,#1739530945#,receive,29,intensity
1106,1739531238.5847828,#1739530945#,receive,28,intensity
1107,1739531238.6415532,#loeric_3#,receive,48,intensity
1108,1739531238.6415532,#loeric_3#,send,40,intensity
1109,1739531238.6415532,#loeric_3#,send,82,human_impact
1110,1739531238.7604136,#1739530945#,receive,25,intensity
1111,1739531239.0773318,#1739530945#,receive,20,intensity
1112,1739531239.276742,#1739530945#,receive,22,intensity
1113,1739531239.382949,#loeric_4#,receive,55,intensity
1114,1739531239.382949,#loeric_4#,send,30,intensity
1115,1739531239.382949,#loeric_4#,send,82,human_impact
1116,1739531239.4208715,#loeric_3#,receive,55,intensity
1117,1739531239.4208715,#loeric_3#,send,32,intensity
1118,1739531239.4208715,#loeric_3#,send,82,human_impact
1119,1739531239.463004,#1739530945#,receive,26,intensity
1120,1739531239.780122,#loeric_2#,receive,37,intensity
1121,1739531239.780122,#loeric_2#,send,12,intensity
1122,1739531239.780122,#loeric_2#,send,101,human_impact
1123,1739531239.9955878,#loeric_3#,receive,47,intensity
1124,1739531239.9955878,#loeric_3#,send,35,intensity
1125,1739531239.9955878,#loeric_3#,send,82,human_impact
1126,1739531240.030146,#1739530945#,receive,28,intensity
1127,1739531240.2521834,#1739530945#,receive,27,intensity
1128,1739531240.5168192,#1739530945#,receive,28,intensity
1129,1739531240.5226464,#loeric_4#,receive,36,intensity
1130,1739531240.5226464,#loeric_4#,send,34,intensity
1131,1739531240.5226464,#loeric_4#,send,82,human_impact
1132,1739531240.7796307,#loeric_3#,receive,51,intensity
1133,1739531240.7796307,#loeric_3#,send,31,intensity
1134,1739531240.7796307,#loeric_3#,send,82,human_impact
1135,1739531240.7818465,#loeric_4#,receive,51,intensity
1136,1739531240.7818465,#loeric_4#,send,35,intensity
1137,1739531240.7818465,#loeric_4#,send,82,human_impact
1138,1739531240.994304,#1739530945#,receive,31,intensity
1139,1739531241.183047,#1739530945#,receive,30,intensity
1140,1739531241.2907252,#1739530945#,receive,29,intensity
1141,1739531241.6337469,#loeric_3#,receive,44,intensity
1142,1739531241.6337469,#loeric_3#,send,35,intensity
1143,1739531241.6337469,#loeric_3#,send,82,human_impact
1144,1739531241.8088398,#1739530945#,receive,29,intensity
1145,1739531241.8917062,#1739530945#,receive,30,intensity
1146,1739531242.0253518,#1739530945#,receive,32,intensity
1147,1739531242.1901076,#1739530945#,receive,46,intensity
1148,1739531242.287628,#1739530945#,receive,50,intensity
1149,1739531242.4154835,#1739530945#,receive,55,intensity
1150,1739531242.4873712,#1739530945#,receive,59,intensity
1151,1739531242.5941763,#1739530945#,receive,64,intensity
1152,1739531242.6840672,#1739530945#,receive,67,intensity
1153,1739531242.7984445,#1739530945#,receive,69,intensity
1154,1739531242.8197165,#loeric_4#,receive,41,intensity
1155,1739531242.8197165,#loeric_4#,send,43,intensity
1156,1739531242.8197165,#loeric_4#,send,82,human_impact
1157,1739531242.9232163,#loeric_3#,receive,49,intensity
1158,1739531242.9232163,#loeric_3#,send,42,intensity
1159,1739531242.9232163,#loeric_3#,send,82,human_impact
1160,1739531243.092652,#1739530945#,receive,73,intensity
1161,1739531243.1856008,#1739530945#,receive,72,intensity
1162,1739531243.2888126,#1739530945#,receive,70,intensity
1163,1739531243.3105001,#loeric_1#,receive,39,intensity
1164,1739531243.3105001,#loeric_1#,send,18,intensity
1165,1739531243.3105001,#loeric_1#,send,101,human_impact
1166,1739531243.4262626,#loeric_2#,receive,30,intensity
1167,1739531243.4262626,#loeric_2#,send,19,intensity
1168,1739531243.4262626,#loeric_2#,send,101,human_impact
1169,1739531243.8572166,#1739530945#,receive,61,intensity
1170,1739531243.8684056,#loeric_2#,receive,34,intensity
1171,1739531243.8684056,#loeric_2#,send,19,intensity
1172,1739531243.8684056,#loeric_2#,send,101,human_impact
1173,1739531244.1412106,#loeric_3#,receive,55,intensity
1174,1739531244.1412106,#loeric_3#,send,43,intensity
1175,1739531244.1412106,#loeric_3#,send,82,human_impact
1176,1739531244.2379863,#loeric_3#,receive,54,intensity
1177,1739531244.2379863,#loeric_3#,send,43,intensity
1178,1739531244.2379863,#loeric_3#,send,82,human_impact
1179,1739531244.4193938,#1739530945#,receive,36,intensity
1180,1739531244.5713942,#loeric_1#,receive,32,intensity
1181,1739531244.5713942,#loeric_1#,send,17,intensity
1182,1739531244.5713942,#loeric_1#,send,101,human_impact
1183,1739531244.6954799,#1739530945#,receive,35,intensity
1184,1739531244.8841908,#1739530945#,receive,43,intensity
1185,1739531244.9617012,#loeric_3#,receive,56,intensity
1186,1739531244.9617012,#loeric_3#,send,37,intensity
1187,1739531244.9617012,#loeric_3#,send,82,human_impact
1188,1739531245.0949883,#1739530945#,receive,51,intensity
1189,1739531245.2907689,#1739530945#,receive,52,intensity
1190,1739531245.5136302,#1739530945#,receive,55,intensity
1191,1739531245.621601,#1739530945#,receive,57,intensity
1192,1739531245.7228475,#1739530945#,receive,58,intensity
1193,1739531246.072659,#loeric_4#,receive,67,intensity
1194,1739531246.072659,#loeric_4#,send,45,intensity
1195,1739531246.072659,#loeric_4#,send,82,human_impact
1196,1739531246.1838973,#1739530945#,receive,56,intensity
1197,1739531246.2658281,#1739530945#,receive,57,intensity
1198,1739531246.4252105,#loeric_1#,receive,101,human_impact
1199,1739531246.4252105,#loeric_1#,send,17,intensity
1200,1739531246.4252105,#loeric_1#,send,101,human_impact
1201,1739531246.689454,#1739530945#,receive,57,intensity
1202,1739531246.971601,#loeric_1#,receive,42,intensity
1203,1739531246.971601,#loeric_1#,send,17,intensity
1204,1739531246.971601,#loeric_1#,send,101,human_impact
1205,1739531247.1314013,#loeric_2#,receive,40,intensity
1206,1739531247.1314013,#loeric_2#,send,21,intensity
1207,1739531247.1314013,#loeric_2#,send,101,human_impact
1208,1739531247.2854812,#1739530945#,receive,65,intensity
1209,1739531247.2916028,#loeric_1#,receive,49,intensity
1210,1739531247.2916028,#loeric_1#,send,20,intensity
1211,1739531247.2916028,#loeric_1#,send,101,human_impact
1212,1739531247.31837,#loeric_1#,receive,49,intensity
1213,1739531247.31837,#loeric_1#,send,20,intensity
1214,1739531247.31837,#loeric_1#,send,101,human_impact
1215,1739531247.4374318,#loeric_1#,receive,41,intensity
1216,1739531247.4374318,#loeric_1#,send,20,intensity
1217,1739531247.4374318,#loeric_1#,send,101,human_impact
1218,1739531247.5308342,#1739530945#,receive,76,intensity
1219,1739531247.7789707,#1739530945#,receive,86,intensity
1220,1739531247.881286,#1739530945#,receive,93,intensity
1221,1739531247.9598608,#1739530945#,receive,98,intensity
1222,1739531248.0908298,#1739530945#,receive,100,intensity
1223,1739531248.1122687,#loeric_1#,receive,41,intensity
1224,1739531248.1122687,#loeric_1#,send,20,intensity
1225,1739531248.1122687,#loeric_1#,send,101,human_impact
1226,1739531248.3746696,#1739530945#,receive,96,intensity
1227,1739531248.574995,#1739530945#,receive,99,intensity
1228,1739531248.667099,#1739530945#,receive,96,intensity
1229,1739531248.7816293,#1739530945#,receive,85,intensity
1230,1739531248.793129,#loeric_4#,receive,59,intensity
1231,1739531248.793129,#loeric_4#,send,55,intensity
1232,1739531248.793129,#loeric_4#,send,82,human_impact
1233,1739531249.048953,#1739530945#,receive,76,intensity
1234,1739531249.1113763,#loeric_4#,receive,66,intensity
1235,1739531249.1113763,#loeric_4#,send,53,intensity
1236,1739531249.1113763,#loeric_4#,send,82,human_impact
1237,1739531249.1536434,#1739530945#,receive,74,intensity
1238,1739531249.311506,#1739530945#,receive,69,intensity
1239,1739531249.3226256,#loeric_4#,receive,82,human_impact
1240,1739531249.3226256,#loeric_4#,send,51,intensity
1241,1739531249.3226256,#loeric_4#,send,82,human_impact
1242,1739531249.3548477,#loeric_3#,receive,54,intensity
1243,1739531249.3548477,#loeric_3#,send,54,intensity
1244,1739531249.3548477,#loeric_3#,send,82,human_impact
1245,1739531249.4132602,#1739530945#,receive,61,intensity
1246,1739531249.5214381,#1739530945#,receive,52,intensity
1247,1739531249.7810645,#loeric_1#,receive,37,intensity
1248,1739531249.7810645,#loeric_1#,send,20,intensity
1249,1739531249.7810645,#loeric_1#,send,101,human_impact
1250,1739531249.8386586,#1739530945#,receive,38,intensity
1251,1739531249.9764512,#loeric_2#,receive,36,intensity
1252,1739531249.9764512,#loeric_2#,send,18,intensity
1253,1739531249.9764512,#loeric_2#,send,101,human_impact
1254,1739531249.9934309,#loeric_1#,receive,36,intensity
1255,1739531249.9934309,#loeric_1#,send,18,intensity
1256,1739531249.9934309,#loeric_1#,send,101,human_impact
1257,1739531250.024891,#1739530945#,receive,32,intensity
1258,1739531250.1377223,#1739530945#,receive,31,intensity
1259,1739531250.3266404,#loeric_2#,receive,33,intensity
1260,1739531250.3266404,#loeric_2#,send,15,intensity
1261,1739531250.3266404,#loeric_2#,send,101,human_impact
1262,1739531250.353891,#1739530945#,receive,30,intensity
1263,1739531250.615089,#loeric_1#,receive,35,intensity
1264,1739531250.615089,#loeric_1#,send,15,intensity
1265,1739531250.615089,#loeric_1#,send,101,human_impact
1266,1739531250.7139893,#1739530945#,receive,29,intensity
1267,1739531250.8146412,#1739530945#,receive,28,intensity
1268,1739531251.0617747,#1739530945#,receive,29,intensity
1269,1739531251.3081472,#1739530945#,receive,28,intensity
1270,1739531251.5919952,#1739530945#,receive,35,intensity
1271,1739531251.7506294,#1739530945#,receive,42,intensity
1272,1739531251.9109547,#1739530945#,receive,45,intensity
1273,1739531252.0131435,#1739530945#,receive,47,intensity
1274,1739531252.111698,#1739530945#,receive,50,intensity
1275,1739531252.4221365,#loeric_4#,receive,50,intensity
1276,1739531252.4221365,#loeric_4#,send,43,intensity
1277,1739531252.4221365,#loeric_4#,send,82,human_impact
1278,1739531252.5480127,#1739530945#,receive,73,intensity
1279,1739531252.6358073,#loeric_4#,receive,45,intensity
1280,1739531252.6358073,#loeric_4#,send,48,intensity
1281,1739531252.6358073,#loeric_4#,send,82,human_impact
1282,1739531252.9456348,#1739530945#,receive,77,intensity
1283,1739531253.3686457,#1739530945#,receive,72,intensity
1284,1739531253.533438,#1739530945#,receive,73,intensity
1285,1739531253.7291925,#1739530945#,receive,72,intensity
1286,1739531253.7928932,#loeric_2#,receive,41,intensity
1287,1739531253.7928932,#loeric_2#,send,17,intensity
1288,1739531253.7928932,#loeric_2#,send,101,human_impact
1289,1739531253.814825,#1739530945#,receive,71,intensity
1290,1739531254.0844831,#1739530945#,receive,72,intensity
1291,1739531254.1475837,#1739530945#,receive,73,intensity
1292,1739531254.1761425,#loeric_2#,receive,101,human_impact
1293,1739531254.1761425,#loeric_2#,send,17,intensity
1294,1739531254.1761425,#loeric_2#,send,101,human_impact
1295,1739531254.4759362,#1739530945#,receive,71,intensity
1296,1739531254.5429177,#loeric_4#,receive,82,human_impact
1297,1739531254.5429177,#loeric_4#,send,50,intensity
1298,1739531254.5429177,#loeric_4#,send,82,human_impact
1299,1739531254.5549562,#1739530945#,receive,68,intensity
1300,1739531254.6165786,#1739530945#,receive,65,intensity
1301,1739531254.6425714,#loeric_3#,receive,61,intensity
1302,1739531254.6425714,#loeric_3#,send,46,intensity
1303,1739531254.6425714,#loeric_3#,send,82,human_impact
1304,1739531254.8078256,#loeric_2#,receive,52,intensity
1305,1739531254.8078256,#loeric_2#,send,17,intensity
1306,1739531254.8078256,#loeric_2#,send,101,human_impact
1307,1739531255.0378938,#1739530945#,receive,52,intensity
1308,1739531255.1304095,#1739530945#,receive,49,intensity
1309,1739531255.2224293,#1739530945#,receive,45,intensity
1310,1739531255.4279242,#1739530945#,receive,42,intensity
1311,1739531255.57724,#loeric_2#,receive,45,intensity
1312,1739531255.57724,#loeric_2#,send,17,intensity
1313,1739531255.57724,#loeric_2#,send,101,human_impact
1314,1739531255.5947733,#1739530945#,receive,41,intensity
1315,1739531256.2821903,#1739530945#,receive,42,intensity
1316,1739531256.2935674,#loeric_2#,receive,41,intensity
1317,1739531256.2935674,#loeric_2#,send,17,intensity
1318,1739531256.2935674,#loeric_2#,send,101,human_impact
1319,1739531256.35117,#1739530945#,receive,44,intensity
1320,1739531256.4638267,#1739530945#,receive,45,intensity
1321,1739531256.606292,#1739530945#,receive,46,intensity
1322,1739531256.7720637,#loeric_1#,receive,53,intensity
1323,1739531256.7720637,#loeric_1#,send,20,intensity
1324,1739531256.7720637,#loeric_1#,send,101,human_impact
1325,1739531256.835158,#1739530945#,receive,45,intensity
1326,1739531257.2284112,#1739530945#,receive,45,intensity
1327,1739531257.5215745,#1739530945#,receive,49,intensity
1328,1739531257.6714468,#loeric_4#,receive,58,intensity
1329,1739531257.6714468,#loeric_4#,send,50,intensity
1330,1739531257.6714468,#loeric_4#,send,82,human_impact
1331,1739531258.1117964,#loeric_2#,receive,34,intensity
1332,1739531258.1117964,#loeric_2#,send,24,intensity
1333,1739531258.1117964,#loeric_2#,send,101,human_impact
1334,1739531258.1293106,#loeric_3#,receive,60,intensity
1335,1739531258.1293106,#loeric_3#,send,17,intensity
1336,1739531258.1293106,#loeric_3#,send,101,human_impact
1337,1739531258.1726308,#1739530945#,receive,49,intensity
1338,1739531258.2897964,#loeric_1#,receive,41,intensity
1339,1739531258.2897964,#loeric_1#,send,17,intensity
1340,1739531258.2897964,#loeric_1#,send,101,human_impact
1341,1739531258.347725,#1739530945#,receive,47,intensity
1342,1739531258.479482,#loeric_1#,receive,39,intensity
1343,1739531258.479482,#loeric_1#,send,17,intensity
1344,1739531258.479482,#loeric_1#,send,101,human_impact
1345,1739531258.5023167,#1739530945#,receive,38,intensity
1346,1739531258.713096,#1739530945#,receive,34,intensity
1347,1739531258.8979952,#1739530945#,receive,33,intensity
1348,1739531258.9635272,#loeric_1#,receive,45,intensity
1349,1739531258.9635272,#loeric_1#,send,16,intensity
1350,1739531258.9635272,#loeric_1#,send,101,human_impact
1351,1739531258.9856584,#1739530945#,receive,34,intensity
1352,1739531259.1035645,#loeric_1#,receive,101,human_impact
1353,1739531259.1035645,#loeric_1#,send,17,intensity
1354,1739531259.1035645,#loeric_1#,send,101,human_impact
1355,1739531259.1478064,#1739530945#,receive,36,intensity
1356,1739531259.2965887,#1739530945#,receive,37,intensity
1357,1739531259.3391137,#loeric_1#,receive,35,intensity
1358,1739531259.3391137,#loeric_1#,send,17,intensity
1359,1739531259.3391137,#loeric_1#,send,101,human_impact
1360,1739531259.3919487,#1739530945#,receive,36,intensity
1361,1739531259.5648928,#1739530945#,receive,44,intensity
1362,1739531259.697387,#1739530945#,receive,50,intensity
1363,1739531259.7338028,#1739530945#,receive,51,intensity
1364,1739531259.892563,#1739530945#,receive,54,intensity
1365,1739531259.9478683,#loeric_3#,receive,39,intensity
1366,1739531259.9478683,#loeric_3#,send,17,intensity
1367,1739531259.9478683,#loeric_3#,send,101,human_impact
1368,1739531260.010349,#loeric_1#,receive,42,intensity
1369,1739531260.010349,#loeric_1#,send,17,intensity
1370,1739531260.010349,#loeric_1#,send,101,human_impact
1371,1739531260.1090848,#1739530945#,receive,60,intensity
1372,1739531260.282572,#1739530945#,receive,63,intensity
1373,1739531260.354371,#1739530945#,receive,64,intensity
1374,1739531260.4568784,#1739530945#,receive,66,intensity
1375,1739531260.5955894,#1739530945#,receive,62,intensity
1376,1739531260.6412296,#loeric_2#,receive,42,intensity
1377,1739531260.6412296,#loeric_2#,send,19,intensity
1378,1739531260.6412296,#loeric_2#,send,101,human_impact
1379,1739531260.6900694,#loeric_2#,receive,42,intensity
1380,1739531260.6900694,#loeric_2#,send,19,intensity
1381,1739531260.6900694,#loeric_2#,send,101,human_impact
1382,1739531260.961445,#1739530945#,receive,58,intensity
